27/05/2020, Exit Phase 1
28/05/2020, Exit Phase 1
29/05/2020, Exit Phase 1
30/05/2020, Exit Phase 1
31/05/2020, Exit Phase 1
01/06/2020, Exit Phase 1
02/06/2020, Exit Phase 1
03/06/2020, Exit Phase 1
04/06/2020, Exit Phase 1
05/06/2020, Exit Phase 1
06/06/2020, Exit Phase 1
07/06/2020, Exit Phase 1
08/06/2020,Exit Phase 2
09/06/2020,Exit Phase 2
10/06/2020,Exit Phase 2
11/06/2020,Exit Phase 2
12/06/2020,Exit Phase 2
13/06/2020,Exit Phase 2
14/06/2020,Exit Phase 2
15/06/2020,Exit Phase 2
16/06/2020,Exit Phase 2
17/06/2020,Exit Phase 2
18/06/2020,Exit Phase 2
19/06/2020,Exit Phase 2
20/06/2020,Exit Phase 2
21/06/2020,Exit Phase 2
22/06/2020,Exit Phase 2
23/06/2020,Exit Phase 2
24/06/2020,Exit Phase 2
25/06/2020,Exit Phase 2
26/06/2020,Exit Phase 2
27/06/2020,Exit Phase 2
28/06/2020,Exit Phase 2
29/06/2020,Exit Phase 3
30/06/2020,Exit Phase 3
01/07/2020,Exit Phase 3
02/07/2020,Exit Phase 3
03/07/2020,Exit Phase 3
04/07/2020,Exit Phase 3
05/07/2020,Exit Phase 3
06/07/2020,Exit Phase 3
07/07/2020,Exit Phase 3
08/07/2020,Exit Phase 3
09/07/2020,Exit Phase 3
10/07/2020,Exit Phase 3
11/07/2020,Exit Phase 3
12/07/2020,Exit Phase 3
13/07/2020,Exit Phase 3
14/07/2020,Exit Phase 3
15/07/2020,Exit Phase 3
16/07/2020,Exit Phase 3
17/07/2020,Exit Phase 3
18/07/2020,Exit Phase 3
19/07/2020,Exit Phase 3
20/07/2020,Exit Phase 3
21/07/2020,Exit Phase 3
22/07/2020,Exit Phase 3
23/07/2020,Exit Phase 3
24/07/2020,Exit Phase 3
25/07/2020,Exit Phase 3
26/07/2020,Exit Phase 3
27/07/2020,Exit Phase 3
28/07/2020,Exit Phase 3
29/07/2020,Exit Phase 3
30/07/2020,Exit Phase 3
31/07/2020,Exit Phase 3
01/08/2020,Exit Phase 3
02/08/2020,Exit Phase 3
03/08/2020,Exit Phase 3
04/08/2020,Exit Phase 3
05/08/2020,Exit Phase 3
06/08/2020,Exit Phase 3
07/08/2020,Exit Phase 3
08/08/2020,Exit Phase 3
09/08/2020,Exit Phase 3
10/08/2020,Exit Phase 3
11/08/2020,Exit Phase 3
12/08/2020,Exit Phase 3
13/08/2020,Exit Phase 3
14/08/2020,Exit Phase 3
15/08/2020,Exit Phase 3
16/08/2020,Exit Phase 3
17/08/2020,Exit Phase 3
18/08/2020,Exit Phase 3
19/08/2020,Exit Phase 3
20/08/2020,Exit Phase 3
21/08/2020,Exit Phase 3
22/08/2020,Exit Phase 3
23/08/2020,Exit Phase 3
24/08/2020,Exit Phase 3
25/08/2020,Exit Phase 3
26/08/2020,Exit Phase 3
27/08/2020,Exit Phase 3
28/08/2020,Exit Phase 3
29/08/2020,Exit Phase 3
30/08/2020,Exit Phase 3
31/08/2020,Exit Phase 3
01/09/2020,Exit Phase 3
02/09/2020,Exit Phase 3
03/09/2020,Exit Phase 3
04/09/2020,Exit Phase 3
05/09/2020,Exit Phase 3
06/09/2020,Exit Phase 3
07/09/2020,Exit Phase 3
08/09/2020,Exit Phase 3
09/09/2020,Exit Phase 3
10/09/2020,Exit Phase 3
11/09/2020,Exit Phase 3
12/09/2020,Exit Phase 3
13/09/2020,Exit Phase 3
14/09/2020,Exit Phase 3
15/09/2020,Level 3
16/09/2020,Level 3
17/09/2020,Level 3
18/09/2020,Level 3
19/09/2020,Level 3
20/09/2020,Level 3
21/09/2020,Level 3
22/09/2020,Level 3
23/09/2020,Level 3
24/09/2020,Level 3
25/09/2020,Level 3
26/09/2020,Level 3
27/09/2020,Level 3
28/09/2020,Level 3
29/09/2020,Level 3
30/09/2020,Level 3
01/10/2020,Level 3
02/10/2020,Level 3
03/10/2020,Level 3
04/10/2020,Level 3
05/10/2020,Level 3
06/10/2020,Level 3
07/10/2020,Level 3
08/10/2020,Level 3
09/10/2020,Level 3
10/10/2020,Level 3
11/10/2020,Level 3
12/10/2020,Level 3
13/10/2020,Level 3
14/10/2020,Level 3
15/10/2020,Level 3
16/10/2020,Level 3
17/10/2020,Level 3
18/10/2020,Level 3
19/10/2020,Level 3
20/10/2020,Level 3
21/10/2020,Level 3
22/10/2020,Level 5
23/10/2020,Level 5
24/10/2020,Level 5
25/10/2020,Level 5
26/10/2020,Level 5
27/10/2020,Level 5
28/10/2020,Level 5
29/10/2020,Level 5
30/10/2020,Level 5
31/10/2020,Level 5
01/11/2020,Level 5
02/11/2020,Level 5
03/11/2020,Level 5
04/11/2020,Level 5
05/11/2020,Level 5
06/11/2020,Level 5
07/11/2020,Level 5
08/11/2020,Level 5
09/11/2020,Level 5
10/11/2020,Level 5
11/11/2020,Level 5
12/11/2020,Level 5
13/11/2020,Level 5
14/11/2020,Level 5
15/11/2020,Level 5
16/11/2020,Level 5
17/11/2020,Level 5
18/11/2020,Level 5
19/11/2020,Level 5
20/11/2020,Level 5
21/11/2020,Level 5
22/11/2020,Level 5
23/11/2020,Level 5
24/11/2020,Level 5
25/11/2020,Level 5
26/11/2020,Level 5
27/11/2020,NA
28/11/2020,NA
29/11/2020,NA
30/11/2020,NA
01/12/2020,NA
02/12/2020,NA
03/12/2020,NA
04/12/2020,NA
05/12/2020,NA
06/12/2020,NA
07/12/2020,NA
08/12/2020,NA
09/12/2020,NA
10/12/2020,NA
11/12/2020,NA
12/12/2020,NA
13/12/2020,NA
14/12/2020,NA
15/12/2020,NA
16/12/2020,NA
17/12/2020,NA
18/12/2020,NA
19/12/2020,NA
20/12/2020,NA
21/12/2020,NA
22/12/2020,NA
23/12/2020,NA
24/12/2020,NA
25/12/2020,NA
26/12/2020,NA
27/12/2020,NA
28/12/2020,NA
29/12/2020,NA
30/12/2020,NA
31/12/2020,NA
